%   time (s) 	    East (m)	     North (m)	   Psi (rad)	    gyro (rad/s)   radar (m/s)
%--------------------------------------------------------------------------------------------------
   9.7800000e+01  -2.7862973e+02   5.3542931e+01   4.7152140e+00   3.1980000e-02   2.1040800e+00
   9.8000000e+01  -2.7907369e+02   5.3545790e+01   4.7155830e+00   1.5990000e-02   2.1648000e+00
   9.8200000e+01  -2.7951625e+02   5.3538552e+01   4.7159130e+00   4.0508000e-02   2.1410400e+00
   9.8400000e+01  -2.7992996e+02   5.3534089e+01   4.7155380e+00   3.7310000e-02   2.1304800e+00
   9.8600000e+01  -2.8035655e+02   5.3519305e+01   4.7160790e+00   5.2234000e-02   2.1331200e+00
   9.8800000e+01  -2.8079180e+02   5.3513360e+01   4.7172740e+00   3.0914000e-02   2.0882400e+00
   9.9000000e+01  -2.8123858e+02   5.3536018e+01   4.7181830e+00   5.4366000e-02   2.0829600e+00
   9.9200000e+01  -2.8168176e+02   5.3551643e+01   4.7154970e+00   5.7564000e-02   2.1199200e+00
   9.9400000e+01  -2.8211753e+02   5.3563153e+01   4.7184820e+00   5.4366000e-02   2.1436800e+00
   9.9600000e+01  -2.8255010e+02   5.3565474e+01   4.7190870e+00   7.6752000e-02   2.1304800e+00
   9.9800000e+01  -2.8302185e+02   5.3551964e+01   4.7212520e+00   8.4214000e-02   2.1463200e+00
   1.0000000e+02  -2.8346489e+02   5.3537587e+01   4.7264020e+00   7.5686000e-02   2.1859200e+00
   1.0020000e+02  -2.8384941e+02   5.3550092e+01   4.7320180e+00   6.1828000e-02   2.1780000e+00
   1.0040000e+02  -2.8430571e+02   5.3555656e+01   4.7347870e+00   3.3046000e-02   2.1463200e+00
   1.0060000e+02  -2.8474591e+02   5.3566121e+01   4.7311490e+00   5.1168000e-02   2.1304800e+00
   1.0080000e+02  -2.8517378e+02   5.3581517e+01   4.7300960e+00   3.1980000e-02   2.1648000e+00
   1.0100000e+02  -2.8562257e+02   5.3549459e+01   4.7294600e+00   2.0254000e-02   2.1331200e+00
   1.0120000e+02  -2.8606886e+02   5.3524068e+01   4.7250530e+00   1.4924000e-02   2.1304800e+00
   1.0140000e+02  -2.8651024e+02   5.3517223e+01   4.7192180e+00   7.4620000e-03   2.1436800e+00
   1.0160000e+02  -2.8695741e+02   5.3507703e+01   4.7153950e+00   1.3858000e-02   2.1331200e+00
   1.0180000e+02  -2.8740319e+02   5.3534287e+01   4.7116970e+00   3.1980000e-02   2.1252000e+00
   1.0200000e+02  -2.8783650e+02   5.3552951e+01   4.7084680e+00   4.2640000e-02   2.1542400e+00
   1.0220000e+02  -2.8826617e+02   5.3557058e+01   4.7121830e+00   5.3300000e-02   2.1225600e+00
   1.0240000e+02  -2.8871186e+02   5.3545420e+01   4.7105940e+00   4.3706000e-02   2.1621600e+00
   1.0260000e+02  -2.8915312e+02   5.3529731e+01   4.7134800e+00   5.4366000e-02   2.0935200e+00
   1.0280000e+02  -2.8959317e+02   5.3530701e+01   4.7152550e+00   6.0762000e-02   2.1489600e+00
   1.0300000e+02  -2.9002459e+02   5.3535645e+01   4.7141630e+00   5.2234000e-02   2.1542400e+00
   1.0320000e+02  -2.9045977e+02   5.3537065e+01   4.7200370e+00   5.7564000e-02   2.1516000e+00
   1.0340000e+02  -2.9091448e+02   5.3539778e+01   4.7184800e+00   7.3554000e-02   2.1621600e+00
   1.0360000e+02  -2.9135041e+02   5.3532174e+01   4.7193060e+00   8.2082000e-02   2.1384000e+00
   1.0380000e+02  -2.9178064e+02   5.3528360e+01   4.7255930e+00   6.8224000e-02   2.1436800e+00
   1.0400000e+02  -2.9221183e+02   5.3510402e+01   4.7243870e+00   4.5838000e-02   2.1067200e+00
   1.0420000e+02  -2.9265410e+02   5.3524231e+01   4.7248190e+00   2.5584000e-02   2.1727200e+00
   1.0440000e+02  -2.9309560e+02   5.3487558e+01   4.7190910e+00   2.0254000e-02   2.1410400e+00
   1.0460000e+02  -2.9353759e+02   5.3519824e+01   4.7126240e+00   4.0508000e-02   2.1278400e+00
   1.0480000e+02  -2.9398205e+02   5.3524041e+01   4.7158190e+00   3.5178000e-02   2.1489600e+00
   1.0500000e+02  -2.9440978e+02   5.3509591e+01   4.7146580e+00   2.6650000e-02   2.1489600e+00
   1.0520000e+02  -2.9484263e+02   5.3495945e+01   4.7166760e+00   3.1980000e-02   2.1436800e+00
   1.0540000e+02  -2.9527836e+02   5.3525570e+01   4.7128180e+00   5.3300000e-02   2.1542400e+00
   1.0560000e+02  -2.9571754e+02   5.3529150e+01   4.7067170e+00   6.2894000e-02   2.1463200e+00
   1.0580000e+02  -2.9614167e+02   5.3523005e+01   4.7164790e+00   4.4772000e-02   2.1199200e+00
   1.0600000e+02  -2.9658940e+02   5.3542667e+01   4.7253560e+00   5.1168000e-02   2.1199200e+00
   1.0620000e+02  -2.9703131e+02   5.3551849e+01   4.7208310e+00   7.1422000e-02   2.1331200e+00
   1.0640000e+02  -2.9745934e+02   5.3559537e+01   4.7283120e+00   5.2234000e-02   2.1357600e+00
   1.0660000e+02  -2.9789808e+02   5.3573100e+01   4.7307680e+00   5.2234000e-02   2.1252000e+00
   1.0680000e+02  -2.9835944e+02   5.3520056e+01   4.7279390e+00   3.0914000e-02   2.1885600e+00
   1.0700000e+02  -2.9880341e+02   5.3537832e+01   4.7243350e+00   3.8376000e-02   2.1225600e+00
   1.0720000e+02  -2.9923919e+02   5.3537389e+01   4.7250380e+00   3.1980000e-02   2.1780000e+00
   1.0740000e+02  -2.9967666e+02   5.3550361e+01   4.7163070e+00   2.8782000e-02   2.1357600e+00
   1.0760000e+02  -3.0012237e+02   5.3545154e+01   4.7131620e+00   2.8782000e-02   2.1885600e+00
   1.0780000e+02  -3.0056157e+02   5.3542133e+01   4.7058000e+00   4.5838000e-02   2.1199200e+00
   1.0800000e+02  -3.0100642e+02   5.3540067e+01   4.7087690e+00   5.1168000e-02   2.1463200e+00
   1.0820000e+02  -3.0144548e+02   5.3532010e+01   4.7095110e+00   6.0762000e-02   2.1199200e+00
   1.0840000e+02  -3.0188188e+02   5.3535016e+01   4.7103600e+00   4.6904000e-02   2.0856000e+00
   1.0860000e+02  -3.0233055e+02   5.3498530e+01   4.7151700e+00   3.0914000e-02   2.1199200e+00
   1.0880000e+02  -3.0275955e+02   5.3513906e+01   4.7173320e+00   5.8630000e-02   2.1146400e+00
   1.0900000e+02  -3.0319371e+02   5.3513867e+01   4.7163240e+00   5.8630000e-02   2.1225600e+00
   1.0920000e+02  -3.0362389e+02   5.3511071e+01   4.7211870e+00   6.2894000e-02   2.1384000e+00
   1.0940000e+02  -3.0405218e+02   5.3512755e+01   4.7266630e+00   5.3300000e-02   2.1067200e+00
   1.0960000e+02  -3.0449169e+02   5.3515042e+01   4.7310600e+00   4.3706000e-02   2.0380800e+00
   1.0980000e+02  -3.0492951e+02   5.3536395e+01   4.7344190e+00   5.9696000e-02   2.1304800e+00
   1.1000000e+02  -3.0538500e+02   5.3573807e+01   4.7319090e+00   5.3300000e-02   2.1384000e+00
   1.1020000e+02  -3.0582502e+02   5.3583584e+01   4.7350220e+00   6.5026000e-02   2.1516000e+00
   1.1040000e+02  -3.0626655e+02   5.3588194e+01   4.7358470e+00   5.3300000e-02   2.1278400e+00
   1.1060000e+02  -3.0670967e+02   5.3603853e+01   4.7345930e+00   3.0914000e-02   2.1304800e+00
   1.1080000e+02  -3.0715694e+02   5.3582333e+01   4.7305440e+00   3.0914000e-02   2.1225600e+00
   1.1100000e+02  -3.0758065e+02   5.3599119e+01   4.7243740e+00   2.8782000e-02   2.1595200e+00
   1.1120000e+02  -3.0801914e+02   5.3587526e+01   4.7196390e+00   3.9442000e-02   2.2096800e+00
   1.1140000e+02  -3.0844744e+02   5.3551911e+01   4.7185750e+00   3.6244000e-02   2.1436800e+00
   1.1160000e+02  -3.0889228e+02   5.3540863e+01   4.7168830e+00   2.6650000e-02   2.1304800e+00
   1.1180000e+02  -3.0933278e+02   5.3527062e+01   4.7132070e+00   2.1320000e-02   2.1410400e+00
   1.1200000e+02  -3.0978416e+02   5.3533420e+01   4.7075960e+00   3.3046000e-02   2.1093600e+00
   1.1220000e+02  -3.1022356e+02   5.3532234e+01   4.7093310e+00   2.9848000e-02   2.1199200e+00
   1.1240000e+02  -3.1066892e+02   5.3526568e+01   4.7077540e+00   4.3706000e-02   2.0935200e+00
   1.1260000e+02  -3.1110983e+02   5.3537739e+01   4.7052070e+00   6.1828000e-02   2.1384000e+00
   1.1280000e+02  -3.1154636e+02   5.3542191e+01   4.7080830e+00   6.2894000e-02   2.1780000e+00
   1.1300000e+02  -3.1198675e+02   5.3567229e+01   4.7103700e+00   6.8224000e-02   2.1172800e+00
   1.1320000e+02  -3.1243426e+02   5.3574520e+01   4.7120090e+00   6.0762000e-02   2.0882400e+00
   1.1340000e+02  -3.1287022e+02   5.3573512e+01   4.7109500e+00   7.9950000e-02   2.1146400e+00
   1.1360000e+02  -3.1331124e+02   5.3573648e+01   4.7183390e+00   7.7818000e-02   2.1463200e+00
   1.1380000e+02  -3.1373345e+02   5.3539661e+01   4.7221140e+00   5.6498000e-02   2.1278400e+00
   1.1400000e+02  -3.1415912e+02   5.3530648e+01   4.7250100e+00   6.7158000e-02   2.1120000e+00
   1.1420000e+02  -3.1459888e+02   5.3536574e+01   4.7224580e+00   5.7564000e-02   2.1146400e+00
   1.1440000e+02  -3.1503645e+02   5.3528833e+01   4.7221390e+00   6.5026000e-02   2.1146400e+00
   1.1460000e+02  -3.1546869e+02   5.3516843e+01   4.7245160e+00   5.2234000e-02   2.1093600e+00
   1.1480000e+02  -3.1589741e+02   5.3498883e+01   4.7290530e+00   5.4366000e-02   2.0908800e+00
   1.1500000e+02  -3.1636884e+02   5.3529940e+01   4.7280360e+00   4.4772000e-02   2.1146400e+00
   1.1520000e+02  -3.1681236e+02   5.3538675e+01   4.7264760e+00   2.0254000e-02   2.1753600e+00
   1.1540000e+02  -3.1725093e+02   5.3553486e+01   4.7242120e+00   3.0914000e-02   2.1516000e+00
   1.1560000e+02  -3.1770195e+02   5.3567489e+01   4.7228700e+00   5.1168000e-02   2.1199200e+00
   1.1580000e+02  -3.1814637e+02   5.3561579e+01   4.7202240e+00   3.6244000e-02   2.1278400e+00
   1.1600000e+02  -3.1859246e+02   5.3554458e+01   4.7218130e+00   2.0254000e-02   2.1384000e+00
   1.1620000e+02  -3.1904284e+02   5.3543192e+01   4.7205560e+00   3.9442000e-02   2.1832800e+00
   1.1640000e+02  -3.1945230e+02   5.3539721e+01   4.7215550e+00   3.6244000e-02   2.1859200e+00
   1.1660000e+02  -3.1987442e+02   5.3526620e+01   4.7216400e+00   3.6244000e-02   2.1674400e+00
   1.1680000e+02  -3.2030271e+02   5.3524537e+01   4.7201100e+00   2.7716000e-02   2.1410400e+00
   1.1700000e+02  -3.2077681e+02   5.3509150e+01   4.7157770e+00   4.6904000e-02   2.1304800e+00
   1.1720000e+02  -3.2121729e+02   5.3496165e+01   4.7114890e+00   7.9950000e-02   2.1436800e+00
   1.1740000e+02  -3.2164121e+02   5.3478220e+01   4.7108580e+00   8.2082000e-02   2.1568800e+00
   1.1760000e+02  -3.2207415e+02   5.3464747e+01   4.7161710e+00   6.2894000e-02   2.1146400e+00
   1.1780000e+02  -3.2250953e+02   5.3522724e+01   4.7225670e+00   6.5026000e-02   2.1278400e+00
   1.1800000e+02  -3.2294093e+02   5.3532780e+01   4.7207720e+00   5.7564000e-02   2.1384000e+00
   1.1820000e+02  -3.2337802e+02   5.3549502e+01   4.7225280e+00   7.1422000e-02   2.1568800e+00
   1.1840000e+02  -3.2382611e+02   5.3531343e+01   4.7251110e+00   7.2488000e-02   2.0988000e+00
   1.1860000e+02  -3.2426575e+02   5.3544929e+01   4.7275890e+00   6.1828000e-02   2.1410400e+00
   1.1880000e+02  -3.2470749e+02   5.3539077e+01   4.7275940e+00   3.9442000e-02   2.1753600e+00
   1.1900000e+02  -3.2512027e+02   5.3539012e+01   4.7294390e+00   2.1320000e-02   2.1225600e+00
   1.1920000e+02  -3.2555531e+02   5.3533988e+01   4.7286100e+00   3.3046000e-02   2.1067200e+00
   1.1940000e+02  -3.2602434e+02   5.3567941e+01   4.7245590e+00   5.0102000e-02   2.1146400e+00
   1.1960000e+02  -3.2645988e+02   5.3561087e+01   4.7223180e+00   3.7310000e-02   2.1621600e+00
   1.1980000e+02  -3.2689930e+02   5.3554011e+01   4.7263710e+00   4.0508000e-02   2.1146400e+00
   1.2000000e+02  -3.2734746e+02   5.3559021e+01   4.7285640e+00   2.3452000e-02   2.1516000e+00
   1.2020000e+02  -3.2779039e+02   5.3572171e+01   4.7232320e+00   5.8630000e-02   2.1199200e+00
   1.2040000e+02  -3.2822801e+02   5.3548124e+01   4.7217190e+00   4.9036000e-02   2.1067200e+00
   1.2060000e+02  -3.2863640e+02   5.3535865e+01   4.7222340e+00   3.1980000e-02   2.1489600e+00
   1.2080000e+02  -3.2907544e+02   5.3544117e+01   4.7212060e+00   2.6650000e-02   2.1542400e+00
   1.2100000e+02  -3.2951543e+02   5.3555774e+01   4.7187290e+00   2.8782000e-02   2.1252000e+00
   1.2120000e+02  -3.2995964e+02   5.3567938e+01   4.7146620e+00   3.4112000e-02   2.1225600e+00
   1.2140000e+02  -3.3039939e+02   5.3557730e+01   4.7081000e+00   4.9036000e-02   2.1753600e+00
   1.2160000e+02  -3.3083212e+02   5.3551365e+01   4.7072140e+00   6.2894000e-02   2.1648000e+00
   1.2180000e+02  -3.3127049e+02   5.3534170e+01   4.7064970e+00   4.7970000e-02   2.1542400e+00
   1.2200000e+02  -3.3172115e+02   5.3505865e+01   4.7089770e+00   6.0762000e-02   2.1542400e+00
   1.2220000e+02  -3.3215500e+02   5.3498514e+01   4.7092780e+00   6.0762000e-02   2.1172800e+00
   1.2240000e+02  -3.3259171e+02   5.3514053e+01   4.7097570e+00   5.2234000e-02   2.1093600e+00
   1.2260000e+02  -3.3302499e+02   5.3515775e+01   4.7123150e+00   6.9290000e-02   2.1146400e+00
   1.2280000e+02  -3.3345351e+02   5.3515355e+01   4.7185360e+00   6.3960000e-02   2.1304800e+00
   1.2300000e+02  -3.3388333e+02   5.3511108e+01   4.7232740e+00   6.9290000e-02   2.1014400e+00
   1.2320000e+02  -3.3431892e+02   5.3496187e+01   4.7319530e+00   5.1168000e-02   2.1014400e+00
   1.2340000e+02  -3.3474663e+02   5.3516874e+01   4.7356410e+00   5.6498000e-02   2.0829600e+00
   1.2360000e+02  -3.3520261e+02   5.3487856e+01   4.7374340e+00   4.0508000e-02   2.0908800e+00
   1.2380000e+02  -3.3563378e+02   5.3505037e+01   4.7373710e+00   3.9442000e-02   2.0988000e+00
   1.2400000e+02  -3.3606769e+02   5.3543498e+01   4.7352900e+00   3.3046000e-02   2.0935200e+00
   1.2420000e+02  -3.3651550e+02   5.3553971e+01   4.7327250e+00   6.3960000e-02   2.1463200e+00
   1.2440000e+02  -3.3696213e+02   5.3549271e+01   4.7325850e+00   5.7564000e-02   2.1542400e+00
   1.2460000e+02  -3.3740661e+02   5.3550088e+01   4.7313850e+00   4.7970000e-02   2.1516000e+00
   1.2480000e+02  -3.3780037e+02   5.3550846e+01   4.7350230e+00   3.5178000e-02   2.1542400e+00
   1.2500000e+02  -3.3826181e+02   5.3542381e+01   4.7314600e+00   2.3452000e-02   2.1384000e+00
   1.2520000e+02  -3.3871142e+02   5.3533072e+01   4.7258220e+00   2.9848000e-02   2.1199200e+00
   1.2540000e+02  -3.3916315e+02   5.3538073e+01   4.7223310e+00   3.3046000e-02   2.1331200e+00
   1.2560000e+02  -3.3960366e+02   5.3536956e+01   4.7158360e+00   3.0914000e-02   2.1463200e+00
   1.2580000e+02  -3.4004086e+02   5.3539146e+01   4.7099820e+00   3.3046000e-02   2.1120000e+00
   1.2600000e+02  -3.4045794e+02   5.3552402e+01   4.7076970e+00   1.5990000e-02   2.1304800e+00
   1.2620000e+02  -3.4090513e+02   5.3552499e+01   4.6999130e+00   4.3706000e-02   2.1648000e+00
   1.2640000e+02  -3.4133616e+02   5.3548010e+01   4.6992780e+00   4.9036000e-02   2.1885600e+00
   1.2660000e+02  -3.4176677e+02   5.3539721e+01   4.7035120e+00   6.1828000e-02   2.1357600e+00
   1.2680000e+02  -3.4219911e+02   5.3547045e+01   4.7036590e+00   5.7564000e-02   2.1463200e+00
   1.2700000e+02  -3.4266605e+02   5.3500483e+01   4.7095580e+00   5.7564000e-02   2.1542400e+00
   1.2720000e+02  -3.4311243e+02   5.3500923e+01   4.7118750e+00   4.9036000e-02   2.1384000e+00
   1.2740000e+02  -3.4355572e+02   5.3487289e+01   4.7142070e+00   5.0102000e-02   2.1199200e+00
   1.2760000e+02  -3.4399301e+02   5.3485817e+01   4.7147480e+00   6.0762000e-02   2.1357600e+00
   1.2780000e+02  -3.4440574e+02   5.3490953e+01   4.7179390e+00   7.4620000e-02   2.1595200e+00
   1.2800000e+02  -3.4483844e+02   5.3534445e+01   4.7231550e+00   5.2234000e-02   2.1067200e+00
   1.2820000e+02  -3.4527483e+02   5.3555886e+01   4.7253280e+00   5.9696000e-02   2.1093600e+00
   1.2840000e+02  -3.4572383e+02   5.3545698e+01   4.7270990e+00   8.6346000e-02   2.0988000e+00
   1.2860000e+02  -3.4615614e+02   5.3533920e+01   4.7300270e+00   8.2082000e-02   2.1225600e+00
   1.2880000e+02  -3.4659670e+02   5.3526434e+01   4.7391110e+00   5.1168000e-02   2.2070400e+00
   1.2900000e+02  -3.4704620e+02   5.3536153e+01   4.7397510e+00   4.0508000e-02   2.1727200e+00
   1.2920000e+02  -3.4748754e+02   5.3565572e+01   4.7405020e+00   3.0914000e-02   2.1542400e+00
   1.2940000e+02  -3.4791939e+02   5.3573993e+01   4.7352080e+00   2.9848000e-02   2.1753600e+00
   1.2960000e+02  -3.4836244e+02   5.3566257e+01   4.7326220e+00   2.8782000e-02   2.1384000e+00
   1.2980000e+02  -3.4880548e+02   5.3558246e+01   4.7245140e+00   1.7056000e-02   2.1252000e+00
   1.3000000e+02  -3.4925123e+02   5.3559489e+01   4.7181650e+00   9.5940000e-03   2.1172800e+00
   1.3020000e+02  -3.4969404e+02   5.3563860e+01   4.7152340e+00   8.5280000e-03   2.1067200e+00
   1.3040000e+02  -3.5014186e+02   5.3564735e+01   4.7104050e+00   2.5584000e-02   2.0671200e+00
   1.3060000e+02  -3.5058591e+02   5.3560042e+01   4.7029190e+00   4.3706000e-02   2.1120000e+00
   1.3080000e+02  -3.5102413e+02   5.3543066e+01   4.7039750e+00   3.6244000e-02   2.1357600e+00
   1.3100000e+02  -3.5145633e+02   5.3526234e+01   4.7063690e+00   5.7564000e-02   2.0803200e+00
   1.3120000e+02  -3.5188575e+02   5.3524681e+01   4.7114490e+00   4.2640000e-02   2.1331200e+00
   1.3140000e+02  -3.5230101e+02   5.3513862e+01   4.7132070e+00   5.0102000e-02   2.1463200e+00
   1.3160000e+02  -3.5274418e+02   5.3521373e+01   4.7167610e+00   4.6904000e-02   2.1436800e+00
   1.3180000e+02  -3.5319154e+02   5.3530897e+01   4.7170780e+00   6.5026000e-02   2.1568800e+00
   1.3200000e+02  -3.5362324e+02   5.3537500e+01   4.7166080e+00   6.0762000e-02   2.1700800e+00
   1.3220000e+02  -3.5405696e+02   5.3540554e+01   4.7171790e+00   4.7970000e-02   2.1410400e+00
   1.3240000e+02  -3.5449998e+02   5.3548908e+01   4.7207580e+00   5.3300000e-02   2.1568800e+00
   1.3260000e+02  -3.5495673e+02   5.3554441e+01   4.7210620e+00   5.4366000e-02   2.1357600e+00
   1.3280000e+02  -3.5539257e+02   5.3556660e+01   4.7221960e+00   6.1828000e-02   2.1648000e+00
   1.3300000e+02  -3.5582794e+02   5.3553999e+01   4.7235210e+00   5.5432000e-02   2.1674400e+00
   1.3320000e+02  -3.5626452e+02   5.3554736e+01   4.7254450e+00   4.3706000e-02   2.1806400e+00
   1.3340000e+02  -3.5669983e+02   5.3549345e+01   4.7234920e+00   4.1574000e-02   2.1304800e+00
   1.3360000e+02  -3.5714366e+02   5.3543270e+01   4.7223010e+00   2.7716000e-02   2.1252000e+00
   1.3380000e+02  -3.5759125e+02   5.3542078e+01   4.7205120e+00   3.7310000e-02   2.1463200e+00
   1.3400000e+02  -3.5802352e+02   5.3535299e+01   4.7197920e+00   2.3452000e-02   2.1252000e+00
   1.3420000e+02  -3.5846115e+02   5.3534571e+01   4.7164020e+00   2.5584000e-02   2.1331200e+00
   1.3440000e+02  -3.5889929e+02   5.3525170e+01   4.7139320e+00   1.7056000e-02   2.1621600e+00
   1.3460000e+02  -3.5933834e+02   5.3525813e+01   4.7123610e+00   3.6244000e-02   2.1225600e+00
   1.3480000e+02  -3.5977087e+02   5.3533116e+01   4.7120020e+00   5.4366000e-02   2.1912000e+00
   1.3500000e+02  -3.6020324e+02   5.3536059e+01   4.7120510e+00   6.9290000e-02   2.1516000e+00
   1.3520000e+02  -3.6064539e+02   5.3532760e+01   4.7126620e+00   6.2894000e-02   2.1674400e+00
   1.3540000e+02  -3.6108462e+02   5.3526210e+01   4.7180970e+00   5.6498000e-02   2.1172800e+00
   1.3560000e+02  -3.6151370e+02   5.3523852e+01   4.7210260e+00   6.0762000e-02   2.1252000e+00
   1.3580000e+02  -3.6195037e+02   5.3524789e+01   4.7218430e+00   5.8630000e-02   2.0935200e+00
   1.3600000e+02  -3.6239205e+02   5.3518159e+01   4.7226000e+00   5.4366000e-02   2.1384000e+00
   1.3620000e+02  -3.6282389e+02   5.3528116e+01   4.7205210e+00   5.3300000e-02   2.1040800e+00
   1.3640000e+02  -3.6325241e+02   5.3535466e+01   4.7245510e+00   6.1828000e-02   2.0961600e+00
   1.3660000e+02  -3.6368221e+02   5.3529517e+01   4.7252310e+00   5.6498000e-02   2.1040800e+00
   1.3680000e+02  -3.6411782e+02   5.3527559e+01   4.7260340e+00   4.4772000e-02   2.1463200e+00
   1.3700000e+02  -3.6459000e+02   5.3565224e+01   4.7270580e+00   5.1168000e-02   2.1542400e+00
   1.3720000e+02  -3.6503137e+02   5.3569665e+01   4.7252800e+00   4.7970000e-02   2.1252000e+00
   1.3740000e+02  -3.6546304e+02   5.3572455e+01   4.7239980e+00   4.7970000e-02   2.1120000e+00
   1.3760000e+02  -3.6590380e+02   5.3572884e+01   4.7242270e+00   3.3046000e-02   2.1120000e+00
   1.3780000e+02  -3.6634369e+02   5.3574821e+01   4.7234550e+00   2.9848000e-02   2.0644800e+00
   1.3800000e+02  -3.6678678e+02   5.3575734e+01   4.7219670e+00   1.9188000e-02   2.0803200e+00
   1.3820000e+02  -3.6722883e+02   5.3574095e+01   4.7195130e+00   1.5990000e-02   2.1463200e+00
   1.3840000e+02  -3.6767649e+02   5.3568493e+01   4.7167770e+00   2.5584000e-02   2.1278400e+00
   1.3860000e+02  -3.6812842e+02   5.3527704e+01   4.7141080e+00   4.9036000e-02   2.1120000e+00
   1.3880000e+02  -3.6854217e+02   5.3513189e+01   4.7113400e+00   4.6904000e-02   2.1780000e+00
   1.3900000e+02  -3.6897984e+02   5.3507484e+01   4.7090620e+00   3.3046000e-02   2.1357600e+00
   1.3920000e+02  -3.6941637e+02   5.3518125e+01   4.7089070e+00   5.0102000e-02   2.1410400e+00
   1.3940000e+02  -3.6984872e+02   5.3521308e+01   4.7064610e+00   7.7818000e-02   2.0935200e+00
   1.3960000e+02  -3.7027117e+02   5.3499474e+01   4.7085640e+00   7.2488000e-02   2.1304800e+00
   1.3980000e+02  -3.7070283e+02   5.3487502e+01   4.7167580e+00   6.5026000e-02   2.1278400e+00
   1.4000000e+02  -3.7114212e+02   5.3489618e+01   4.7192140e+00   6.8224000e-02   2.1225600e+00
   1.4020000e+02  -3.7157503e+02   5.3501456e+01   4.7194380e+00   4.7970000e-02   2.1067200e+00
   1.4040000e+02  -3.7206209e+02   5.3557664e+01   4.7209680e+00   5.0102000e-02   2.0724000e+00
   1.4060000e+02  -3.7249262e+02   5.3559095e+01   4.7216160e+00   6.8224000e-02   2.1331200e+00
   1.4080000e+02  -3.7292153e+02   5.3540619e+01   4.7236060e+00   4.9036000e-02   2.1252000e+00
   1.4100000e+02  -3.7336369e+02   5.3545568e+01   4.7268290e+00   2.5584000e-02   2.1542400e+00
   1.4120000e+02  -3.7380513e+02   5.3557761e+01   4.7288570e+00   2.9848000e-02   2.1278400e+00
   1.4140000e+02  -3.7425382e+02   5.3526641e+01   4.7247560e+00   3.9442000e-02   2.1172800e+00
   1.4160000e+02  -3.7469651e+02   5.3502867e+01   4.7235570e+00   5.0102000e-02   2.0750400e+00
   1.4180000e+02  -3.7512840e+02   5.3472394e+01   4.7270880e+00   3.8376000e-02   2.0882400e+00
   1.4200000e+02  -3.7555566e+02   5.3482942e+01   4.7266370e+00   2.1320000e-02   2.1436800e+00
   1.4220000e+02  -3.7599921e+02   5.3494125e+01   4.7268700e+00   2.8782000e-02   2.1278400e+00
   1.4240000e+02  -3.7643003e+02   5.3528604e+01   4.7216020e+00   4.9036000e-02   2.1120000e+00
   1.4260000e+02  -3.7686654e+02   5.3522079e+01   4.7209540e+00   5.3300000e-02   2.1040800e+00
   1.4280000e+02  -3.7731490e+02   5.3510041e+01   4.7237790e+00   4.9036000e-02   2.1516000e+00
   1.4300000e+02  -3.7774524e+02   5.3512837e+01   4.7265290e+00   2.9848000e-02   2.0988000e+00
   1.4320000e+02  -3.7818099e+02   5.3545265e+01   4.7235190e+00   4.4772000e-02   2.1120000e+00
   1.4340000e+02  -3.7865641e+02   5.3511776e+01   4.7161740e+00   6.9290000e-02   2.0724000e+00
   1.4360000e+02  -3.7907090e+02   5.3512809e+01   4.7190280e+00   5.7564000e-02   2.1014400e+00
   1.4380000e+02  -3.7950687e+02   5.3503759e+01   4.7200510e+00   5.6498000e-02   2.1674400e+00
   1.4400000e+02  -3.7994404e+02   5.3499304e+01   4.7176800e+00   5.4366000e-02   2.1304800e+00
   1.4420000e+02  -3.8038494e+02   5.3497495e+01   4.7161620e+00   2.9848000e-02   2.1410400e+00
   1.4440000e+02  -3.8084066e+02   5.3513498e+01   4.7099440e+00   3.8376000e-02   2.1542400e+00
   1.4460000e+02  -3.8127004e+02   5.3521193e+01   4.7100510e+00   5.7564000e-02   2.1278400e+00
   1.4480000e+02  -3.8171226e+02   5.3515262e+01   4.7085190e+00   5.8630000e-02   2.1199200e+00
   1.4500000e+02  -3.8214347e+02   5.3504367e+01   4.7080530e+00   4.9036000e-02   2.1093600e+00
   1.4520000e+02  -3.8258122e+02   5.3499379e+01   4.7111910e+00   5.7564000e-02   2.1304800e+00
   1.4540000e+02  -3.8302177e+02   5.3520599e+01   4.7137850e+00   5.1168000e-02   2.1542400e+00
   1.4560000e+02  -3.8345142e+02   5.3531204e+01   4.7163870e+00   3.8376000e-02   2.1357600e+00
   1.4580000e+02  -3.8389043e+02   5.3546421e+01   4.7184560e+00   5.0102000e-02   2.1384000e+00
   1.4600000e+02  -3.8433488e+02   5.3550155e+01   4.7207060e+00   6.6092000e-02   2.1331200e+00
   1.4620000e+02  -3.8477483e+02   5.3544159e+01   4.7255230e+00   6.3960000e-02   2.1278400e+00
   1.4640000e+02  -3.8520575e+02   5.3509352e+01   4.7273870e+00   6.8224000e-02   2.1648000e+00
   1.4660000e+02  -3.8565049e+02   5.3542334e+01   4.7315410e+00   4.7970000e-02   2.1516000e+00
   1.4680000e+02  -3.8608831e+02   5.3544530e+01   4.7273980e+00   5.2234000e-02   2.1621600e+00
   1.4700000e+02  -3.8653289e+02   5.3548269e+01   4.7305230e+00   6.6092000e-02   2.1806400e+00
   1.4720000e+02  -3.8697150e+02   5.3553106e+01   4.7296340e+00   4.7970000e-02   2.2096800e+00
