%   time (s) 	    East (m)	     North (m)	   Psi (rad)	    gyro (rad/s)   radar (m/s)
%--------------------------------------------------------------------------------------------------
   2.4660000e+02  -6.0453678e+02   5.3584594e+01   4.7136770e+00   3.6244000e-02   2.1595200e+00
   2.4680000e+02  -6.0500112e+02   5.3599013e+01   4.7145120e+00   6.3960000e-02   2.0882400e+00
   2.4700000e+02  -6.0543492e+02   5.3613753e+01   4.7142520e+00   7.1422000e-02   2.0882400e+00
   2.4720000e+02  -6.0587971e+02   5.3624681e+01   4.7139590e+00   8.8478000e-02   2.1252000e+00
   2.4740000e+02  -6.0631659e+02   5.3613681e+01   4.7188350e+00   6.9290000e-02   2.1252000e+00
   2.4760000e+02  -6.0676107e+02   5.3620985e+01   4.7223440e+00   7.5686000e-02   2.1093600e+00
   2.4780000e+02  -6.0719652e+02   5.3638880e+01   4.7256670e+00   7.7818000e-02   2.1727200e+00
   2.4800000e+02  -6.0760296e+02   5.3639403e+01   4.7301310e+00   7.7818000e-02   2.1120000e+00
   2.4820000e+02  -6.0803438e+02   5.3636575e+01   4.7354650e+00   5.2234000e-02   2.1225600e+00
   2.4840000e+02  -6.0846900e+02   5.3642440e+01   4.7340210e+00   2.8782000e-02   2.1384000e+00
   2.4860000e+02  -6.0889578e+02   5.3656283e+01   4.7317120e+00   3.5178000e-02   2.1357600e+00
   2.4880000e+02  -6.0932193e+02   5.3672847e+01   4.7319810e+00   3.6244000e-02   2.0856000e+00
   2.4900000e+02  -6.0975558e+02   5.3661999e+01   4.7313910e+00   1.8122000e-02   2.1093600e+00
   2.4920000e+02  -6.1018668e+02   5.3648380e+01   4.7287980e+00   2.0254000e-02   2.1542400e+00
   2.4940000e+02  -6.1067441e+02   5.3666644e+01   4.7237520e+00  -4.2640000e-03   2.1621600e+00
   2.4960000e+02  -6.1111832e+02   5.3676222e+01   4.7191990e+00   2.0254000e-02   2.0988000e+00
   2.4980000e+02  -6.1156887e+02   5.3680303e+01   4.7108370e+00   2.9848000e-02   2.1410400e+00
   2.5000000e+02  -6.1200999e+02   5.3687925e+01   4.7096920e+00   3.8376000e-02   2.1542400e+00
   2.5020000e+02  -6.1245271e+02   5.3689398e+01   4.7073020e+00   5.2234000e-02   2.1463200e+00
   2.5040000e+02  -6.1289449e+02   5.3674602e+01   4.7094230e+00   5.8630000e-02   2.0961600e+00
   2.5060000e+02  -6.1333531e+02   5.3678057e+01   4.7052280e+00   7.0356000e-02   2.1516000e+00
   2.5080000e+02  -6.1376588e+02   5.3678485e+01   4.7084450e+00   8.9544000e-02   2.1885600e+00
   2.5100000e+02  -6.1418642e+02   5.3705078e+01   4.7114730e+00   8.3148000e-02   2.1806400e+00
   2.5120000e+02  -6.1462308e+02   5.3716195e+01   4.7181350e+00   8.2082000e-02   2.1331200e+00
   2.5140000e+02  -6.1506429e+02   5.3728514e+01   4.7203310e+00   6.2894000e-02   2.0961600e+00
   2.5160000e+02  -6.1549756e+02   5.3740112e+01   4.7249060e+00   6.6092000e-02   2.1621600e+00
   2.5180000e+02  -6.1594798e+02   5.3735476e+01   4.7261600e+00   6.5026000e-02   2.1568800e+00
   2.5200000e+02  -6.1637830e+02   5.3753144e+01   4.7306950e+00   5.2234000e-02   2.1568800e+00
   2.5220000e+02  -6.1683430e+02   5.3749934e+01   4.7326300e+00   2.3452000e-02   2.1410400e+00
   2.5240000e+02  -6.1725382e+02   5.3746950e+01   4.7265030e+00   0.0000000e+00   2.1516000e+00
   2.5260000e+02  -6.1770301e+02   5.3744552e+01   4.7253220e+00  -3.1980000e-03   2.1014400e+00
   2.5280000e+02  -6.1813483e+02   5.3738548e+01   4.7152340e+00   1.9188000e-02   2.1595200e+00
   2.5300000e+02  -6.1857503e+02   5.3730780e+01   4.7135240e+00   2.2386000e-02   2.1120000e+00
   2.5320000e+02  -6.1901212e+02   5.3721163e+01   4.7124030e+00   4.0508000e-02   2.1093600e+00
   2.5340000e+02  -6.1945594e+02   5.3717232e+01   4.7052790e+00   3.8376000e-02   2.1093600e+00
   2.5360000e+02  -6.1989581e+02   5.3716050e+01   4.7050710e+00   5.3300000e-02   2.1040800e+00
   2.5380000e+02  -6.2037081e+02   5.3754676e+01   4.7027550e+00   7.9950000e-02   2.1674400e+00
   2.5400000e+02  -6.2081588e+02   5.3748435e+01   4.7084950e+00   9.8072000e-02   2.1199200e+00
   2.5420000e+02  -6.2125748e+02   5.3746730e+01   4.7140310e+00   8.5280000e-02   2.1040800e+00
   2.5440000e+02  -6.2167551e+02   5.3701355e+01   4.7180950e+00   7.2488000e-02   2.0724000e+00
   2.5460000e+02  -6.2210971e+02   5.3714228e+01   4.7225210e+00   7.4620000e-02   2.0829600e+00
   2.5480000e+02  -6.2253797e+02   5.3720369e+01   4.7244060e+00   6.2894000e-02   2.1172800e+00
   2.5500000e+02  -6.2297572e+02   5.3763620e+01   4.7242240e+00   5.2234000e-02   2.1172800e+00
   2.5520000e+02  -6.2341517e+02   5.3774526e+01   4.7254960e+00   4.2640000e-02   2.1516000e+00
   2.5540000e+02  -6.2387211e+02   5.3773543e+01   4.7243220e+00   2.8782000e-02   2.1542400e+00
   2.5560000e+02  -6.2431639e+02   5.3775178e+01   4.7232070e+00   1.9188000e-02   2.1542400e+00
   2.5580000e+02  -6.2474553e+02   5.3775648e+01   4.7174930e+00   3.6244000e-02   2.1357600e+00
   2.5600000e+02  -6.2519226e+02   5.3780958e+01   4.7157670e+00   2.1320000e-02   2.1120000e+00
   2.5620000e+02  -6.2564013e+02   5.3780829e+01   4.7104130e+00   2.0254000e-02   2.1832800e+00
   2.5640000e+02  -6.2606439e+02   5.3737173e+01   4.7075840e+00  -1.0660000e-03   2.1014400e+00
   2.5660000e+02  -6.2649212e+02   5.3752133e+01   4.7041610e+00   3.1980000e-03   2.1014400e+00
   2.5680000e+02  -6.2694275e+02   5.3712099e+01   4.6963960e+00   3.1980000e-02   2.1093600e+00
   2.5700000e+02  -6.2738474e+02   5.3698447e+01   4.6973240e+00   5.1168000e-02   2.1489600e+00
   2.5720000e+02  -6.2782234e+02   5.3684525e+01   4.6913630e+00   6.5026000e-02   2.1436800e+00
   2.5740000e+02  -6.2827282e+02   5.3692794e+01   4.6931380e+00   7.8884000e-02   2.1014400e+00
   2.5760000e+02  -6.2871216e+02   5.3697637e+01   4.6930340e+00   6.6092000e-02   2.1568800e+00
   2.5780000e+02  -6.2915938e+02   5.3697072e+01   4.6969580e+00   8.5280000e-02   2.0988000e+00
   2.5800000e+02  -6.2959103e+02   5.3727292e+01   4.7031620e+00   1.0340200e-01   2.1120000e+00
   2.5820000e+02  -6.3002788e+02   5.3731801e+01   4.7057630e+00   8.2082000e-02   2.1278400e+00
   2.5840000e+02  -6.3046263e+02   5.3743058e+01   4.7136830e+00   7.9950000e-02   2.1700800e+00
   2.5860000e+02  -6.3090685e+02   5.3754495e+01   4.7170010e+00   6.0762000e-02   2.1859200e+00
   2.5880000e+02  -6.3135964e+02   5.3743139e+01   4.7191440e+00   4.3706000e-02   2.1753600e+00
   2.5900000e+02  -6.3177338e+02   5.3704547e+01   4.7186900e+00   4.5838000e-02   2.1304800e+00
   2.5920000e+02  -6.3220359e+02   5.3690641e+01   4.7181780e+00   2.5584000e-02   2.1067200e+00
   2.5940000e+02  -6.3265377e+02   5.3711523e+01   4.7173850e+00   1.3858000e-02   2.1146400e+00
   2.5960000e+02  -6.3310286e+02   5.3703775e+01   4.7119370e+00   2.9848000e-02   2.1568800e+00
   2.5980000e+02  -6.3353682e+02   5.3687209e+01   4.7061260e+00   2.5584000e-02   2.1806400e+00
   2.6000000e+02  -6.3397220e+02   5.3664729e+01   4.7030330e+00   3.9442000e-02   2.1410400e+00
   2.6020000e+02  -6.3441525e+02   5.3666635e+01   4.7032720e+00   2.5584000e-02   2.1146400e+00
   2.6040000e+02  -6.3485529e+02   5.3674635e+01   4.6969100e+00   1.1726000e-02   2.1489600e+00
   2.6060000e+02  -6.3529305e+02   5.3665477e+01   4.6946280e+00   2.8782000e-02   2.1463200e+00
   2.6080000e+02  -6.3574893e+02   5.3677218e+01   4.6895830e+00   5.1168000e-02   2.1040800e+00
   2.6100000e+02  -6.3616944e+02   5.3637142e+01   4.6849570e+00   5.1168000e-02   2.1225600e+00
   2.6120000e+02  -6.3659871e+02   5.3630754e+01   4.6871960e+00   6.5026000e-02   2.1252000e+00
   2.6140000e+02  -6.3705340e+02   5.3639983e+01   4.6845930e+00   6.2894000e-02   2.1384000e+00
   2.6160000e+02  -6.3749585e+02   5.3636981e+01   4.6852930e+00   6.3960000e-02   2.1700800e+00
   2.6180000e+02  -6.3793004e+02   5.3630651e+01   4.6860430e+00   6.3960000e-02   2.1278400e+00
   2.6200000e+02  -6.3836476e+02   5.3613619e+01   4.6905580e+00   6.6092000e-02   2.1436800e+00
   2.6220000e+02  -6.3880380e+02   5.3611914e+01   4.6929610e+00   6.5026000e-02   2.1120000e+00
   2.6240000e+02  -6.3923920e+02   5.3618573e+01   4.6956030e+00   6.0762000e-02   2.1093600e+00
   2.6260000e+02  -6.3966859e+02   5.3621296e+01   4.6974080e+00   5.6498000e-02   2.1384000e+00
   2.6280000e+02  -6.4012271e+02   5.3629359e+01   4.7013480e+00   4.5838000e-02   2.1146400e+00
   2.6300000e+02  -6.4054323e+02   5.3607305e+01   4.7024650e+00   1.3858000e-02   2.1384000e+00
   2.6320000e+02  -6.4098052e+02   5.3602055e+01   4.6965960e+00   3.0914000e-02   2.1120000e+00
   2.6340000e+02  -6.4141149e+02   5.3607230e+01   4.6968330e+00   2.2386000e-02   2.1199200e+00
   2.6360000e+02  -6.4185590e+02   5.3602677e+01   4.6917730e+00   2.4518000e-02   2.1674400e+00
   2.6380000e+02  -6.4229100e+02   5.3585381e+01   4.6886980e+00   5.4366000e-02   2.1304800e+00
   2.6400000e+02  -6.4276101e+02   5.3593395e+01   4.6877470e+00   4.4772000e-02   2.1120000e+00
   2.6420000e+02  -6.4320021e+02   5.3591773e+01   4.6886260e+00   7.2488000e-02   2.1357600e+00
   2.6440000e+02  -6.4363506e+02   5.3603537e+01   4.6901390e+00   7.5686000e-02   2.1489600e+00
   2.6460000e+02  -6.4407890e+02   5.3604349e+01   4.6942270e+00   6.6092000e-02   2.1648000e+00
   2.6480000e+02  -6.4452036e+02   5.3597855e+01   4.6992670e+00   8.3148000e-02   2.1436800e+00
   2.6500000e+02  -6.4496548e+02   5.3597647e+01   4.7027290e+00   8.6346000e-02   2.1331200e+00
   2.6520000e+02  -6.4540307e+02   5.3601879e+01   4.7084990e+00   6.8224000e-02   2.1304800e+00
   2.6540000e+02  -6.4579594e+02   5.3597471e+01   4.7109500e+00   4.9036000e-02   2.1331200e+00
   2.6560000e+02  -6.4625560e+02   5.3580846e+01   4.7095940e+00   4.2640000e-02   2.1568800e+00
   2.6580000e+02  -6.4669310e+02   5.3589054e+01   4.7071890e+00   3.6244000e-02   2.1436800e+00
   2.6600000e+02  -6.4713258e+02   5.3584901e+01   4.7052180e+00   1.5990000e-02   2.1384000e+00
   2.6620000e+02  -6.4757353e+02   5.3566725e+01   4.7015900e+00   2.5584000e-02   2.1436800e+00
   2.6640000e+02  -6.4802596e+02   5.3598044e+01   4.6999280e+00   2.2386000e-02   2.1093600e+00
   2.6660000e+02  -6.4846604e+02   5.3606751e+01   4.6967820e+00   9.5940000e-03   2.1146400e+00
   2.6680000e+02  -6.4890734e+02   5.3603482e+01   4.6863010e+00   1.5990000e-02   2.1040800e+00
   2.6700000e+02  -6.4934563e+02   5.3584223e+01   4.6827120e+00   1.4924000e-02   2.1700800e+00
   2.6720000e+02  -6.4978328e+02   5.3572860e+01   4.6770090e+00   3.0914000e-02   2.2070400e+00
   2.6740000e+02  -6.5020886e+02   5.3557526e+01   4.6781700e+00   3.9442000e-02   2.1700800e+00
   2.6760000e+02  -6.5065102e+02   5.3556219e+01   4.6769990e+00   4.0508000e-02   2.1225600e+00
   2.6780000e+02  -6.5109223e+02   5.3522407e+01   4.6789450e+00   5.1168000e-02   2.1199200e+00
   2.6800000e+02  -6.5153007e+02   5.3520624e+01   4.6776970e+00   7.5686000e-02   2.1357600e+00
   2.6820000e+02  -6.5197868e+02   5.3528764e+01   4.6808790e+00   6.7158000e-02   2.0803200e+00
   2.6840000e+02  -6.5241232e+02   5.3524815e+01   4.6820230e+00   9.2742000e-02   2.0750400e+00
   2.6860000e+02  -6.5285156e+02   5.3525369e+01   4.6903590e+00   8.5280000e-02   2.1199200e+00
   2.6880000e+02  -6.5328089e+02   5.3529412e+01   4.6911750e+00   7.9950000e-02   2.1357600e+00
   2.6900000e+02  -6.5372461e+02   5.3547067e+01   4.6996690e+00   9.8072000e-02   2.1331200e+00
   2.6920000e+02  -6.5416419e+02   5.3561150e+01   4.6963340e+00   6.1828000e-02   2.1463200e+00
   2.6940000e+02  -6.5460165e+02   5.3567147e+01   4.7065810e+00   4.4772000e-02   2.0644800e+00
   2.6960000e+02  -6.5504523e+02   5.3582023e+01   4.7163480e+00   3.3046000e-02   2.1172800e+00
   2.6980000e+02  -6.5547804e+02   5.3583982e+01   4.7097840e+00   3.9442000e-02   2.1252000e+00
   2.7000000e+02  -6.5592632e+02   5.3555922e+01   4.7082280e+00   3.9112000e-02   2.1304800e+00
   2.7020000e+02  -6.5636992e+02   5.3558314e+01   4.7098400e+00   3.4898000e-02   2.1225600e+00
   2.7040000e+02  -6.5681834e+02   5.3565202e+01   4.7078170e+00   3.6014000e-02   2.1436800e+00
   2.7060000e+02  -6.5726606e+02   5.3568236e+01   4.7013160e+00   2.2206000e-02   2.1172800e+00
   2.7080000e+02  -6.5770364e+02   5.3566061e+01   4.7062630e+00   3.2916000e-02   2.1331200e+00
   2.7100000e+02  -6.5814375e+02   5.3555155e+01   4.7010660e+00   2.4438000e-02   2.1648000e+00
   2.7120000e+02  -6.5858487e+02   5.3554330e+01   4.6925510e+00   1.5960000e-02   2.1436800e+00
   2.7140000e+02  -6.5901269e+02   5.3574739e+01   4.6887190e+00   2.2406000e-02   2.1384000e+00
   2.7160000e+02  -6.5944901e+02   5.3582464e+01   4.6881970e+00   6.0832000e-02   2.1384000e+00
   2.7180000e+02  -6.5988905e+02   5.3577735e+01   4.6895570e+00   7.4740000e-02   2.0882400e+00
   2.7200000e+02  -6.6032850e+02   5.3579411e+01   4.6888500e+00   8.3318000e-02   2.1410400e+00
   2.7220000e+02  -6.6075420e+02   5.3581145e+01   4.6914860e+00   1.0575400e-01   2.0829600e+00
   2.7240000e+02  -6.6119774e+02   5.3586377e+01   4.7013180e+00   8.7682000e-02   2.0961600e+00
   2.7260000e+02  -6.6164031e+02   5.3590449e+01   4.7053190e+00   9.9458000e-02   2.1674400e+00
   2.7280000e+02  -6.6207314e+02   5.3602641e+01   4.7105980e+00   8.2452000e-02   2.1727200e+00
   2.7300000e+02  -6.6251647e+02   5.3591366e+01   4.7205710e+00   7.5040000e-02   2.1595200e+00
   2.7320000e+02  -6.6296013e+02   5.3596085e+01   4.7249390e+00   3.8846000e-02   2.0803200e+00
   2.7340000e+02  -6.6339192e+02   5.3594082e+01   4.7246830e+00   3.7830000e-02   2.1463200e+00
   2.7360000e+02  -6.6382830e+02   5.3600181e+01   4.7252350e+00   2.2956000e-02   2.1463200e+00
   2.7380000e+02  -6.6425946e+02   5.3620651e+01   4.7211530e+00   1.9808000e-02   2.1172800e+00
   2.7400000e+02  -6.6470502e+02   5.3626351e+01   4.7201710e+00   7.0660000e-03   2.1252000e+00
   2.7420000e+02  -6.6514820e+02   5.3637793e+01   4.7130520e+00   2.9502000e-02   2.1278400e+00
   2.7440000e+02  -6.6559545e+02   5.3636150e+01   4.7101670e+00   3.5948000e-02   2.1040800e+00
   2.7460000e+02  -6.6603662e+02   5.3631688e+01   4.7101630e+00   5.1988000e-02   2.1753600e+00
   2.7480000e+02  -6.6647735e+02   5.3636493e+01   4.7091990e+00   6.2698000e-02   2.1832800e+00
   2.7500000e+02  -6.6689263e+02   5.3661269e+01   4.7106650e+00   7.4474000e-02   2.1172800e+00
   2.7520000e+02  -6.6732743e+02   5.3674270e+01   4.7145090e+00   7.7722000e-02   2.1384000e+00
   2.7540000e+02  -6.6777952e+02   5.3689000e+01   4.7160720e+00   9.1630000e-02   2.1648000e+00
   2.7560000e+02  -6.6821505e+02   5.3696770e+01   4.7192230e+00   7.4624000e-02   2.1700800e+00
   2.7580000e+02  -6.6864406e+02   5.3700651e+01   4.7251660e+00   8.2136000e-02   2.1542400e+00
   2.7600000e+02  -6.6908310e+02   5.3715945e+01   4.7267100e+00   6.1932000e-02   2.1225600e+00
   2.7620000e+02  -6.6952415e+02   5.3731778e+01   4.7296130e+00   5.9850000e-02   2.1172800e+00
   2.7640000e+02  -6.6995871e+02   5.3749028e+01   4.7307250e+00   4.2844000e-02   2.0829600e+00
   2.7660000e+02  -6.7040013e+02   5.3766724e+01   4.7291680e+00   5.2488000e-02   2.0592000e+00
   2.7680000e+02  -6.7084188e+02   5.3789994e+01   4.7278350e+00   2.8020000e-02   2.1225600e+00
   2.7700000e+02  -6.7126968e+02   5.3793233e+01   4.7278480e+00   3.5532000e-02   2.0882400e+00
   2.7720000e+02  -6.7170421e+02   5.3795746e+01   4.7268450e+00   1.1064000e-02   2.1436800e+00
   2.7740000e+02  -6.7214752e+02   5.3792919e+01   4.7208790e+00   2.1774000e-02   2.1040800e+00
   2.7760000e+02  -6.7258172e+02   5.3793415e+01   4.7180340e+00   2.5022000e-02   2.1516000e+00
   2.7780000e+02  -6.7302237e+02   5.3805470e+01   4.7163630e+00   3.8930000e-02   2.1568800e+00
   2.7800000e+02  -6.7345941e+02   5.3824170e+01   4.7102410e+00   5.1772000e-02   2.1542400e+00
   2.7820000e+02  -6.7390487e+02   5.3840403e+01   4.7099990e+00   8.3802000e-02   2.1806400e+00
   2.7840000e+02  -6.7434764e+02   5.3818308e+01   4.7169680e+00   9.2380000e-02   2.1621600e+00
   2.7860000e+02  -6.7477187e+02   5.3826888e+01   4.7228730e+00   8.9232000e-02   2.1331200e+00
   2.7880000e+02  -6.7522780e+02   5.3844110e+01   4.7306200e+00   9.8876000e-02   2.1146400e+00
   2.7900000e+02  -6.7566689e+02   5.3874748e+01   4.7376700e+00   9.9992000e-02   2.1727200e+00
   2.7920000e+02  -6.7609602e+02   5.3896371e+01   4.7425890e+00   7.3392000e-02   2.1384000e+00
   2.7940000e+02  -6.7654139e+02   5.3937369e+01   4.7506090e+00   7.2376000e-02   2.1014400e+00
   2.7960000e+02  -6.7699115e+02   5.3965820e+01   4.7529150e+00   5.9634000e-02   2.1225600e+00
   2.7980000e+02  -6.7742936e+02   5.3999142e+01   4.7482220e+00   5.0090000e-02   2.1278400e+00
   2.8000000e+02  -6.7787161e+02   5.4019862e+01   4.7510300e+00  -1.5520000e-02   2.0803200e+00
   2.8020000e+02  -6.7831644e+02   5.4042285e+01   4.7428740e+00   4.2508000e-02   2.1516000e+00
   2.8040000e+02  -6.7876371e+02   5.4053138e+01   4.7442420e+00   2.7584000e-02   2.1463200e+00
   2.8060000e+02  -6.7920878e+02   5.4067459e+01   4.7394590e+00   1.4792000e-02   2.2044000e+00
   2.8080000e+02  -6.7961179e+02   5.4049085e+01   4.7349100e+00   2.0000000e-03   2.1753600e+00
   2.8100000e+02  -6.8005056e+02   5.4040834e+01   4.7269790e+00   5.1980000e-03   2.1991200e+00
   2.8120000e+02  -6.8048553e+02   5.4040773e+01   4.7254100e+00   1.3726000e-02   2.1674400e+00
   2.8140000e+02  -6.8093389e+02   5.4071208e+01   4.7208140e+00   1.5858000e-02   2.1384000e+00
   2.8160000e+02  -6.8137872e+02   5.4067430e+01   4.7155960e+00   2.4386000e-02   2.1199200e+00
   2.8180000e+02  -6.8181705e+02   5.4074502e+01   4.7169530e+00   4.3574000e-02   2.1964800e+00
   2.8200000e+02  -6.8224324e+02   5.4091854e+01   4.7138190e+00   7.8752000e-02   2.1727200e+00
   2.8220000e+02  -6.8267842e+02   5.4112191e+01   4.7194870e+00   7.7686000e-02   2.1410400e+00
   2.8240000e+02  -6.8311354e+02   5.4114459e+01   4.7245200e+00   7.6620000e-02   2.1357600e+00
   2.8260000e+02  -6.8355388e+02   5.4134600e+01   4.7302650e+00   1.1286400e-01   2.1384000e+00
   2.8280000e+02  -6.8398711e+02   5.4146543e+01   4.7379590e+00   1.0753400e-01   2.1753600e+00
   2.8300000e+02  -6.8442615e+02   5.4165285e+01   4.7473550e+00   1.2992000e-01   2.1780000e+00
   2.8320000e+02  -6.8485667e+02   5.4195915e+01   4.7583320e+00   9.4742000e-02   2.2360800e+00
   2.8340000e+02  -6.8530121e+02   5.4218470e+01   4.7676670e+00   6.9158000e-02   2.1806400e+00
   2.8360000e+02  -6.8573591e+02   5.4266390e+01   4.7691070e+00   3.6112000e-02   2.0856000e+00
   2.8380000e+02  -6.8616654e+02   5.4291393e+01   4.7693480e+00   3.5046000e-02   2.0064000e+00
   2.8400000e+02  -6.8659160e+02   5.4285069e+01   4.7660340e+00   1.0528000e-02   2.0486400e+00
   2.8420000e+02  -6.8702646e+02   5.4296752e+01   4.7624680e+00   1.9056000e-02   2.0988000e+00
   2.8440000e+02  -6.8746152e+02   5.4305759e+01   4.7610350e+00   2.0000000e-03   2.1436800e+00
   2.8460000e+02  -6.8790843e+02   5.4316991e+01   4.7538980e+00   1.2660000e-02   2.1225600e+00
   2.8480000e+02  -6.8835731e+02   5.4359114e+01   4.7409650e+00   7.3300000e-03   2.1331200e+00
   2.8500000e+02  -6.8879948e+02   5.4348322e+01   4.7393180e+00   2.9716000e-02   2.1252000e+00
   2.8520000e+02  -6.8924907e+02   5.4355577e+01   4.7354350e+00   4.2508000e-02   2.0961600e+00
   2.8540000e+02  -6.8967821e+02   5.4355211e+01   4.7379070e+00   5.7432000e-02   2.1014400e+00
   2.8560000e+02  -6.9011106e+02   5.4348468e+01   4.7355280e+00   6.0630000e-02   2.1278400e+00
   2.8580000e+02  -6.9054945e+02   5.4346846e+01   4.7348670e+00   4.9818000e-02   2.1568800e+00
   2.8600000e+02  -6.9098625e+02   5.4359777e+01   4.7368440e+00   7.6320000e-02   2.1674400e+00
   2.8620000e+02  -6.9142256e+02   5.4381072e+01   4.7362240e+00   5.7132000e-02   2.1885600e+00
   2.8640000e+02  -6.9186373e+02   5.4451777e+01   4.7392320e+00   5.7132000e-02   2.1727200e+00
   2.8660000e+02  -6.9230183e+02   5.4476062e+01   4.7408580e+00   7.4188000e-02   2.1331200e+00
   2.8680000e+02  -6.9274119e+02   5.4484411e+01   4.7409060e+00   5.5000000e-02   2.1436800e+00
   2.8700000e+02  -6.9318413e+02   5.4498425e+01   4.7484800e+00   7.2056000e-02   2.1648000e+00
   2.8720000e+02  -6.9361667e+02   5.4520071e+01   4.7511340e+00   4.5406000e-02   2.1410400e+00
   2.8740000e+02  -6.9404913e+02   5.4506753e+01   4.7480020e+00   4.1142000e-02   2.1225600e+00
   2.8760000e+02  -6.9447498e+02   5.4523635e+01   4.7481360e+00   2.4086000e-02   2.1384000e+00
   2.8780000e+02  -6.9490306e+02   5.4587852e+01   4.7491470e+00   2.3020000e-02   2.1331200e+00
   2.8800000e+02  -6.9534972e+02   5.4606069e+01   4.7421260e+00   2.0888000e-02   2.1595200e+00
   2.8820000e+02  -6.9578869e+02   5.4618914e+01   4.7384560e+00   4.5406000e-02   2.1410400e+00
   2.8840000e+02  -6.9622960e+02   5.4640568e+01   4.7343030e+00   4.6472000e-02   2.1120000e+00
   2.8860000e+02  -6.9666459e+02   5.4670045e+01   4.7326590e+00   5.3934000e-02   2.1357600e+00
   2.8880000e+02  -6.9710906e+02   5.4698036e+01   4.7342000e+00   4.4340000e-02   2.1859200e+00
   2.8900000e+02  -6.9756049e+02   5.4651684e+01   4.7360790e+00   4.8604000e-02   2.1859200e+00
   2.8920000e+02  -6.9800449e+02   5.4657971e+01   4.7330950e+00   7.4188000e-02   2.1436800e+00
   2.8940000e+02  -6.9844741e+02   5.4663535e+01   4.7337620e+00   9.1244000e-02   2.1463200e+00
   2.8960000e+02  -6.9888199e+02   5.4662240e+01   4.7364700e+00   3.6878000e-02   2.1648000e+00
   2.8980000e+02  -6.9931848e+02   5.4674268e+01   4.7380600e+00  -8.8910000e-02   2.0961600e+00
   2.9000000e+02  -6.9976802e+02   5.4674249e+01   4.7222380e+00  -9.3378000e-02   2.0644800e+00
   2.9020000e+02  -7.0020558e+02   5.4626461e+01   4.6833060e+00  -2.6060200e-01   2.0275200e+00
   2.9040000e+02  -7.0064492e+02   5.4510205e+01   4.6287710e+00  -2.7019600e-01   2.0618400e+00
   2.9060000e+02  -7.0110941e+02   5.4373523e+01   4.5657920e+00  -2.1263200e-01   2.0829600e+00
   2.9080000e+02  -7.0156925e+02   5.4208809e+01   4.5081420e+00  -1.7735200e-01   2.1753600e+00
   2.9100000e+02  -7.0198907e+02   5.4053494e+01   4.4634790e+00  -1.0749600e-01   2.1700800e+00
   2.9120000e+02  -7.0242231e+02   5.3878486e+01   4.4335170e+00  -3.3000000e-04   2.1436800e+00
   2.9140000e+02  -7.0283187e+02   5.3728499e+01   4.4239770e+00   1.6003400e-01   2.1595200e+00
   2.9160000e+02  -7.0323441e+02   5.3624442e+01   4.4426920e+00   1.4531400e-01   2.1199200e+00
   2.9180000e+02  -7.0367067e+02   5.3611803e+01   4.4715150e+00   2.2949200e-01   2.1595200e+00
   2.9200000e+02  -7.0410270e+02   5.3619921e+01   4.5090140e+00   3.5127600e-01   2.1384000e+00
   2.9220000e+02  -7.0454687e+02   5.3617458e+01   4.5498910e+00   2.2029600e-01   2.1964800e+00
   2.9240000e+02  -7.0496979e+02   5.3587038e+01   4.5891140e+00   2.1603200e-01   2.2096800e+00
   2.9260000e+02  -7.0540773e+02   5.3583584e+01   4.6232310e+00   2.3308800e-01   2.1014400e+00
   2.9280000e+02  -7.0583606e+02   5.3599925e+01   4.6576980e+00   2.1390000e-01   2.0988000e+00
   2.9300000e+02  -7.0625683e+02   5.3646104e+01   4.6907910e+00   1.6273200e-01   2.1436800e+00
   2.9320000e+02  -7.0668456e+02   5.3690087e+01   4.7195910e+00   1.1156400e-01   2.1516000e+00
   2.9340000e+02  -7.0710860e+02   5.3736320e+01   4.7301880e+00   9.4508000e-02   2.0961600e+00
   2.9360000e+02  -7.0752693e+02   5.3772277e+01   4.7428770e+00   7.6386000e-02   2.0961600e+00
   2.9380000e+02  -7.0795464e+02   5.3744645e+01   4.7492870e+00   6.2528000e-02   2.0856000e+00
   2.9400000e+02  -7.0838274e+02   5.3741287e+01   4.7558740e+00   5.4000000e-02   2.0935200e+00
   2.9420000e+02  -7.0880917e+02   5.3754215e+01   4.7562930e+00   2.0954000e-02   2.1357600e+00
   2.9440000e+02  -7.0924863e+02   5.3792444e+01   4.7528290e+00  -1.4320000e-03   2.0856000e+00
   2.9460000e+02  -7.0969565e+02   5.3800663e+01   4.7456160e+00  -2.7016000e-02   2.1014400e+00
   2.9480000e+02  -7.1014701e+02   5.3784281e+01   4.7332020e+00  -4.6300000e-03   2.0750400e+00
   2.9500000e+02  -7.1057673e+02   5.3769185e+01   4.7265160e+00  -1.4320000e-03   2.1278400e+00
   2.9520000e+02  -7.1102092e+02   5.3751353e+01   4.7136230e+00  -1.1026000e-02   2.1357600e+00
   2.9540000e+02  -7.1146981e+02   5.3723421e+01   4.6979430e+00  -2.4980000e-03   2.1832800e+00
   2.9560000e+02  -7.1190702e+02   5.3714816e+01   4.6857010e+00   7.0960000e-03   2.1489600e+00
   2.9580000e+02  -7.1234622e+02   5.3694596e+01   4.6727900e+00   3.1614000e-02   2.1568800e+00
   2.9600000e+02  -7.1277667e+02   5.3668450e+01   4.6632730e+00   5.4000000e-02   2.1410400e+00
